accession	strategy
RS_GCF_017798205.1	soxCD
RS_GCF_017811175.1	soxCD
RS_GCF_017813235.1	soxCD
RS_GCF_017814975.1	soxCD
RS_GCF_017872555.1	soxCD
RS_GCF_017873175.1	soxCD
RS_GCF_017875275.1	soxCD
RS_GCF_017922435.1	soxCD
RS_GCF_017948265.1	soxCD
RS_GCF_018069755.1	both
RS_GCF_018069865.1	soxCD
RS_GCF_018069875.1	soxCD
RS_GCF_018069895.1	soxCD
RS_GCF_018122735.1	soxCD
RS_GCF_018129005.1	others
RS_GCF_018129385.1	soxCD
RS_GCF_018129405.1	soxCD
RS_GCF_018129685.1	others
RS_GCF_018129965.1	others
RS_GCF_018129985.1	soxCD
RS_GCF_018129995.1	soxCD
RS_GCF_018130065.1	soxCD
RS_GCF_018130145.1	soxCD
RS_GCF_018130165.1	soxCD
RS_GCF_018130215.1	others
RS_GCF_018130245.1	soxCD
RS_GCF_018130385.1	soxCD
RS_GCF_018130465.1	others
RS_GCF_018130505.1	others
RS_GCF_018130545.1	others
RS_GCF_018130615.1	others
RS_GCF_018130695.1	others
RS_GCF_018130765.1	soxCD
RS_GCF_018130785.1	others
RS_GCF_018130825.1	others
RS_GCF_018130955.1	soxCD
RS_GCF_018131005.1	others
RS_GCF_018131015.1	others
RS_GCF_018131075.1	soxCD
RS_GCF_018131105.1	others
RS_GCF_018131185.1	others
RS_GCF_018131225.1	soxCD
RS_GCF_018139985.1	soxCD
RS_GCF_018219815.1	soxCD
RS_GCF_018224925.1	rDsr
RS_GCF_018224955.1	soxCD
RS_GCF_018263905.1	soxCD
RS_GCF_018279705.1	soxCD
RS_GCF_018282095.1	soxCD
RS_GCF_018390645.1	soxCD
RS_GCF_018398875.1	soxCD
RS_GCF_018398895.1	soxCD
RS_GCF_018413525.1	soxCD
RS_GCF_018413605.1	soxCD
RS_GCF_018424695.1	soxCD
RS_GCF_018449475.1	soxCD
RS_GCF_018449525.1	others
RS_GCF_018449695.1	others
RS_GCF_018457175.1	soxCD
RS_GCF_018596315.1	soxCD
RS_GCF_018599245.1	soxCD
RS_GCF_018687075.1	soxCD
RS_GCF_018687095.1	soxCD
RS_GCF_018687195.1	soxCD
RS_GCF_018687275.1	soxCD
RS_GCF_018687355.1	soxCD
RS_GCF_018687455.1	soxCD
RS_GCF_018687475.1	soxCD
RS_GCF_018687495.1	soxCD
RS_GCF_018687515.1	soxCD
RS_GCF_018687535.1	soxCD
RS_GCF_018687555.1	others
RS_GCF_018687575.1	soxCD
RS_GCF_018687595.1	soxCD
RS_GCF_018687615.1	soxCD
RS_GCF_018687635.1	soxCD
RS_GCF_018687675.1	soxCD
RS_GCF_018687695.1	soxCD
RS_GCF_018687735.1	soxCD
RS_GCF_018687755.1	soxCD
RS_GCF_018687815.1	soxCD
RS_GCF_018687895.1	soxCD
RS_GCF_018687935.1	soxCD
RS_GCF_018687955.1	soxCD
RS_GCF_018687975.1	soxCD
RS_GCF_018688095.1	soxCD
RS_GCF_018688155.1	soxCD
RS_GCF_018688235.1	soxCD
RS_GCF_018688255.1	soxCD
RS_GCF_018688315.1	soxCD
RS_GCF_018688335.1	soxCD
RS_GCF_018688355.1	soxCD
RS_GCF_018688375.1	soxCD
RS_GCF_018688495.1	soxCD
RS_GCF_018729255.1	others
RS_GCF_018736105.1	soxCD
RS_GCF_018853445.1	others
RS_GCF_018853465.1	others
RS_GCF_018853815.1	others
RS_GCF_018860385.1	soxCD
RS_GCF_018860505.1	soxCD
RS_GCF_018860665.1	soxCD
RS_GCF_018860975.1	others
RS_GCF_018861045.1	soxCD
RS_GCF_018861145.1	soxCD
RS_GCF_018881505.1	soxCD
RS_GCF_018881545.1	soxCD
RS_GCF_018881575.1	soxCD
RS_GCF_018881595.1	others
RS_GCF_018881605.1	soxCD
RS_GCF_018881635.1	soxCD
RS_GCF_018881655.1	soxCD
RS_GCF_018881715.1	soxCD
RS_GCF_018881755.1	soxCD
RS_GCF_018881775.1	soxCD
RS_GCF_018881795.1	soxCD
RS_GCF_018881815.1	soxCD
RS_GCF_018881835.1	soxCD
RS_GCF_018881855.1	soxCD
RS_GCF_018881905.1	soxCD
RS_GCF_018881925.1	soxCD
RS_GCF_018881965.1	soxCD
RS_GCF_018881975.1	soxCD
RS_GCF_018882055.1	soxCD
RS_GCF_018882085.1	soxCD
RS_GCF_018882095.1	soxCD
RS_GCF_018882125.1	soxCD
RS_GCF_018882155.1	soxCD
RS_GCF_018882185.1	soxCD
RS_GCF_018882205.1	soxCD
RS_GCF_018882215.1	others
RS_GCF_018882245.1	soxCD
RS_GCF_018882285.1	soxCD
RS_GCF_018882295.1	soxCD
RS_GCF_018882325.1	soxCD
RS_GCF_018882335.1	soxCD
RS_GCF_018882365.1	soxCD
RS_GCF_018882385.1	soxCD
RS_GCF_018882405.1	soxCD
RS_GCF_018882415.1	soxCD
RS_GCF_018882445.1	soxCD
RS_GCF_018882465.1	soxCD
RS_GCF_019049855.1	both
RS_GCF_019061305.1	others
RS_GCF_019104745.1	soxCD
RS_GCF_019160155.1	both
RS_GCF_019166065.1	soxCD
RS_GCF_019195435.1	soxCD
RS_GCF_019195455.1	soxCD
RS_GCF_019218265.1	soxCD
RS_GCF_019218285.1	soxCD
RS_GCF_019218295.1	soxCD
RS_GCF_019264345.1	soxCD
RS_GCF_019264375.1	soxCD
RS_GCF_019334345.1	soxCD
RS_GCF_019343105.1	rDsr
RS_GCF_019375555.1	soxCD
RS_GCF_019392195.1	soxCD
RS_GCF_019392245.1	soxCD
RS_GCF_019392335.1	soxCD
RS_GCF_019402665.1	others
RS_GCF_019429625.1	soxCD
RS_GCF_019443085.1	soxCD
RS_GCF_019455385.1	others
RS_GCF_019602855.1	soxCD
RS_GCF_019655435.1	soxCD
RS_GCF_019795295.1	others
RS_GCF_019800885.1	soxCD
RS_GCF_019801145.1	soxCD
RS_GCF_019801605.1	soxCD
RS_GCF_019801965.1	soxCD
RS_GCF_019802125.1	soxCD
RS_GCF_019805165.1	soxCD
RS_GCF_019904295.1	soxCD
RS_GCF_019923725.1	soxCD
RS_GCF_019931195.1	soxCD
RS_GCF_019966515.1	soxCD
RS_GCF_019966535.1	soxCD
RS_GCF_019966545.1	soxCD
RS_GCF_019966575.1	soxCD
RS_GCF_019966595.1	soxCD
RS_GCF_019972115.1	others
RS_GCF_019972135.1	others
RS_GCF_019972155.1	others
RS_GCF_019973615.1	both
RS_GCF_019974155.1	others
RS_GCF_020080045.1	soxCD
RS_GCF_020144925.1	soxCD
RS_GCF_020165855.1	soxCD
RS_GCF_020171285.1	both
RS_GCF_020171315.1	soxCD
RS_GCF_020176715.1	soxCD
RS_GCF_020177335.1	soxCD
RS_GCF_020177595.1	soxCD
RS_GCF_020329435.1	soxCD
RS_GCF_020329505.1	others
RS_GCF_020387415.1	soxCD
RS_GCF_020510425.1	soxCD
RS_GCF_020510445.1	soxCD
RS_GCF_020510525.1	soxCD
RS_GCF_020510565.1	soxCD
RS_GCF_020510585.1	soxCD
RS_GCF_020510625.1	soxCD
RS_GCF_020510665.1	soxCD
RS_GCF_020510685.1	soxCD
RS_GCF_020523605.1	others
RS_GCF_020523825.1	soxCD
RS_GCF_020524285.1	soxCD
RS_GCF_020524585.1	soxCD
RS_GCF_020535565.1	soxCD
RS_GCF_020564565.1	soxCD
RS_GCF_020595095.1	soxCD
RS_GCF_020615385.1	soxCD
RS_GCF_020618415.1	soxCD
RS_GCF_020622345.1	soxCD
RS_GCF_020667835.1	soxCD
RS_GCF_020667845.1	soxCD
RS_GCF_020831365.1	soxCD
RS_GCF_020889685.1	others
RS_GCF_020889705.1	others
RS_GCF_021021435.1	soxCD
RS_GCF_021044585.1	others
RS_GCF_021044685.1	others
RS_GCF_021049305.1	soxCD
RS_GCF_021052305.1	others
RS_GCF_021088345.1	soxCD
RS_GCF_021117295.1	soxCD
RS_GCF_021165955.1	soxCD
RS_GCF_021173085.1	others
RS_GCF_021228235.1	soxCD
RS_GCF_021266465.1	soxCD
RS_GCF_021352225.1	soxCD
RS_GCF_021353235.1	soxCD
RS_GCF_021378075.1	soxCD
RS_GCF_021391535.1	soxCD
RS_GCF_021395205.1	soxCD
RS_GCF_021401125.1	soxCD
RS_GCF_021401135.1	soxCD
RS_GCF_021401345.1	soxCD
RS_GCF_021405525.1	soxCD
RS_GCF_021458635.1	others
RS_GCF_021462405.1	soxCD
RS_GCF_021462505.1	soxCD
RS_GCF_021462525.1	soxCD
RS_GCF_021532625.1	soxCD
RS_GCF_021556475.1	soxCD
RS_GCF_021556615.1	soxCD
RS_GCF_021654165.1	soxCD
RS_GCF_021729865.1	soxCD
RS_GCF_021730305.1	soxCD
RS_GCF_021730435.1	soxCD
RS_GCF_021735925.1	soxCD
RS_GCF_022012435.1	soxCD
RS_GCF_022096995.1	soxCD
RS_GCF_022179225.1	soxCD
RS_GCF_022179245.1	soxCD
RS_GCF_022179285.1	soxCD
RS_GCF_022179345.1	soxCD
RS_GCF_022179525.1	soxCD
RS_GCF_022179725.1	soxCD
RS_GCF_022179745.1	soxCD
RS_GCF_022179805.1	others
RS_GCF_022343555.1	soxCD
RS_GCF_022343685.1	others
RS_GCF_022419185.1	soxCD
RS_GCF_022530855.1	rDsr
RS_GCF_022549225.1	soxCD
RS_GCF_022568815.1	soxCD
RS_GCF_022678485.1	soxCD
RS_GCF_022678625.1	both
RS_GCF_022760835.1	soxCD
RS_GCF_022760855.1	soxCD
RS_GCF_022760955.1	soxCD
RS_GCF_022788655.1	soxCD
RS_GCF_022788715.1	soxCD
RS_GCF_022809125.1	soxCD
RS_GCF_022811525.1	soxCD
RS_GCF_022814865.1	soxCD
RS_GCF_022835695.1	others
RS_GCF_022867865.1	soxCD
RS_GCF_023015885.1	soxCD
RS_GCF_023015985.1	soxCD
RS_GCF_023016085.1	soxCD
RS_GCF_023016155.1	soxCD
RS_GCF_023073315.1	others
RS_GCF_023073335.1	others
RS_GCF_023073355.1	others
RS_GCF_023073415.1	soxCD
RS_GCF_023073715.1	others
RS_GCF_023073915.1	others
RS_GCF_023074055.1	others
RS_GCF_023074075.1	others
RS_GCF_023074175.1	others
RS_GCF_023074185.1	others
RS_GCF_023100905.1	others
RS_GCF_023100945.1	soxCD
RS_GCF_023101085.1	soxCD
RS_GCF_023101665.1	others
RS_GCF_023101685.1	others
RS_GCF_023156505.1	soxCD
RS_GCF_023195695.1	soxCD
RS_GCF_023213175.1	others
RS_GCF_023243115.1	others
RS_GCF_023277115.1	others
RS_GCF_023278185.1	others
RS_GCF_023311895.1	soxCD
RS_GCF_023336755.1	soxCD
RS_GCF_023370775.1	soxCD
RS_GCF_023487995.1	soxCD
RS_GCF_023507705.1	soxCD
RS_GCF_023540835.1	soxCD
RS_GCF_023541015.1	soxCD
RS_GCF_023544865.1	soxCD
RS_GCF_023571765.1	soxCD
RS_GCF_023657445.1	soxCD
RS_GCF_023703375.1	soxCD
RS_GCF_023715105.1	soxCD
RS_GCF_023721835.1	soxCD
RS_GCF_023734135.1	both
RS_GCF_023952475.1	soxCD
RS_GCF_023955655.1	others
RS_GCF_024055665.1	soxCD
RS_GCF_024105635.1	others
RS_GCF_024105655.1	soxCD
RS_GCF_024105735.1	soxCD
RS_GCF_024128855.1	soxCD
RS_GCF_024158145.1	soxCD
RS_GCF_024159025.1	others
RS_GCF_024181725.1	soxCD
RS_GCF_024195285.1	soxCD
RS_GCF_024199795.1	others
RS_GCF_024199845.1	others
RS_GCF_024199925.1	others
RS_GCF_024199945.1	others
RS_GCF_024267655.1	soxCD
RS_GCF_024331145.1	soxCD
RS_GCF_024355225.1	soxCD
RS_GCF_024359525.1	soxCD
RS_GCF_024359545.1	soxCD
RS_GCF_024396695.1	others
RS_GCF_024518835.1	soxCD
RS_GCF_024580145.1	soxCD
RS_GCF_024585165.1	soxCD
RS_GCF_024585265.1	others
RS_GCF_024586915.1	soxCD
RS_GCF_024623725.1	soxCD
RS_GCF_024628725.1	soxCD
RS_GCF_024662015.1	soxCD
RS_GCF_024721115.1	soxCD
RS_GCF_024723735.1	soxCD
RS_GCF_024753145.1	soxCD
RS_GCF_024753215.1	soxCD
RS_GCF_024756255.1	soxCD
RS_GCF_024758505.1	others
RS_GCF_024925465.1	others
RS_GCF_900088825.1	soxCD
RS_GCF_900089495.1	soxCD
RS_GCF_900093605.1	soxCD
RS_GCF_900094575.1	others
RS_GCF_900094595.1	soxCD
RS_GCF_900094605.1	others
RS_GCF_900095175.1	soxCD
RS_GCF_900095215.1	soxCD
RS_GCF_900096755.1	soxCD
RS_GCF_900096765.1	others
RS_GCF_900099825.1	soxCD
RS_GCF_900099935.1	both
RS_GCF_900100005.1	soxCD
RS_GCF_900100045.1	soxCD
RS_GCF_900100085.1	soxCD
RS_GCF_900100155.1	soxCD
RS_GCF_900100965.1	soxCD
RS_GCF_900101475.1	both
RS_GCF_900101505.1	soxCD
RS_GCF_900101625.1	others
RS_GCF_900102075.1	soxCD
RS_GCF_900102145.1	soxCD
RS_GCF_900102315.1	soxCD
RS_GCF_900102535.1	soxCD
RS_GCF_900102905.1	soxCD
RS_GCF_900103185.1	soxCD
RS_GCF_900103365.1	soxCD
RS_GCF_900103405.1	soxCD
RS_GCF_900103445.1	soxCD
RS_GCF_900104095.1	others
RS_GCF_900104145.1	soxCD
RS_GCF_900104955.1	soxCD
RS_GCF_900105125.1	others
RS_GCF_900105595.1	soxCD
RS_GCF_900106665.1	soxCD
RS_GCF_900106675.1	soxCD
RS_GCF_900106935.1	soxCD
RS_GCF_900107015.1	soxCD
RS_GCF_900107235.1	soxCD
RS_GCF_900107355.1	others
RS_GCF_900107585.1	soxCD
RS_GCF_900108225.1	soxCD
RS_GCF_900108275.1	rDsr
RS_GCF_900108405.1	soxCD
RS_GCF_900109035.1	soxCD
RS_GCF_900109145.1	soxCD
RS_GCF_900109195.1	soxCD
RS_GCF_900109295.1	soxCD
RS_GCF_900109525.1	soxCD
RS_GCF_900109555.1	soxCD
RS_GCF_900109705.1	soxCD
RS_GCF_900109855.1	soxCD
RS_GCF_900109945.1	others
RS_GCF_900109955.1	soxCD
RS_GCF_900110115.1	soxCD
RS_GCF_900110135.1	soxCD
RS_GCF_900110425.1	soxCD
RS_GCF_900110435.1	soxCD
RS_GCF_900110775.1	soxCD
RS_GCF_900111875.1	soxCD
RS_GCF_900111945.1	soxCD
RS_GCF_900112185.1	soxCD
RS_GCF_900112285.1	soxCD
RS_GCF_900112335.1	soxCD
RS_GCF_900112755.1	soxCD
RS_GCF_900113275.1	soxCD
RS_GCF_900113435.1	soxCD
RS_GCF_900113485.1	soxCD
RS_GCF_900113695.1	soxCD
RS_GCF_900113735.1	others
RS_GCF_900113955.1	soxCD
RS_GCF_900114245.1	soxCD
RS_GCF_900114375.1	soxCD
RS_GCF_900114485.1	soxCD
RS_GCF_900114635.1	soxCD
RS_GCF_900114915.1	soxCD
RS_GCF_900114925.1	soxCD
RS_GCF_900115165.1	soxCD
RS_GCF_900115265.1	soxCD
RS_GCF_900115545.1	others
RS_GCF_900115615.1	others
RS_GCF_900115865.1	soxCD
RS_GCF_900116005.1	soxCD
RS_GCF_900116195.1	soxCD
RS_GCF_900116285.1	soxCD
RS_GCF_900116715.1	soxCD
RS_GCF_900129235.1	soxCD
RS_GCF_900129345.1	soxCD
RS_GCF_900129425.1	others
RS_GCF_900129505.1	soxCD
RS_GCF_900129875.1	soxCD
RS_GCF_900130075.1	soxCD
RS_GCF_900141755.1	soxCD
RS_GCF_900142085.1	soxCD
RS_GCF_900142185.1	soxCD
RS_GCF_900142295.1	soxCD
RS_GCF_900142385.1	soxCD
RS_GCF_900142435.1	others
RS_GCF_900142625.1	soxCD
RS_GCF_900142665.1	soxCD
RS_GCF_900142725.1	soxCD
RS_GCF_900142765.1	soxCD
RS_GCF_900142875.1	soxCD
RS_GCF_900142935.1	soxCD
RS_GCF_900142985.1	others
RS_GCF_900143535.1	soxCD
RS_GCF_900143565.1	soxCD
RS_GCF_900155945.1	soxCD
RS_GCF_900156255.1	soxCD
RS_GCF_900156265.1	soxCD
RS_GCF_900156505.1	soxCD
RS_GCF_900156535.1	soxCD
RS_GCF_900156605.1	others
RS_GCF_900156655.1	others
RS_GCF_900156695.1	soxCD
RS_GCF_900156805.1	soxCD
RS_GCF_900156815.1	soxCD
RS_GCF_900167255.1	rDsr
RS_GCF_900167455.1	others
RS_GCF_900168195.1	soxCD
RS_GCF_900172225.1	soxCD
RS_GCF_900172255.1	soxCD
RS_GCF_900172265.1	soxCD
RS_GCF_900172295.1	soxCD
RS_GCF_900172345.1	soxCD
RS_GCF_900172365.1	soxCD
RS_GCF_900176045.1	others
RS_GCF_900176205.1	soxCD
RS_GCF_900176405.1	others
RS_GCF_900176475.1	soxCD
RS_GCF_900176485.1	soxCD
RS_GCF_900177295.1	others
RS_GCF_900177515.1	soxCD
RS_GCF_900177545.1	rDsr
RS_GCF_900182615.1	soxCD
RS_GCF_900182725.1	soxCD
RS_GCF_900184815.1	soxCD
RS_GCF_900184895.1	soxCD
RS_GCF_900184935.1	soxCD
RS_GCF_900184945.1	soxCD
RS_GCF_900185015.1	soxCD
RS_GCF_900185715.1	soxCD
RS_GCF_900185725.1	soxCD
RS_GCF_900187115.1	soxCD
RS_GCF_900187875.1	soxCD
RS_GCF_900188035.1	soxCD
RS_GCF_900188295.1	soxCD
RS_GCF_900188335.1	soxCD
RS_GCF_900188425.1	soxCD
RS_GCF_900188435.1	soxCD
RS_GCF_900199195.1	others
RS_GCF_900205755.1	others
RS_GCF_900207575.1	soxCD
RS_GCF_900215515.1	others
RS_GCF_900215605.1	soxCD
RS_GCF_900215655.1	others
RS_GCF_900217815.1	others
RS_GCF_900218015.1	soxCD
RS_GCF_900220985.1	soxCD
RS_GCF_900231165.1	soxCD
RS_GCF_900249755.1	soxCD
RS_GCF_900250075.1	soxCD
RS_GCF_900250115.1	soxCD
RS_GCF_900302455.1	soxCD
RS_GCF_900302465.1	soxCD
RS_GCF_900302475.1	soxCD
RS_GCF_900302485.1	soxCD
RS_GCF_900302505.1	soxCD
RS_GCF_900313025.1	soxCD
RS_GCF_900313035.1	soxCD
RS_GCF_900492205.1	soxCD
RS_GCF_900499075.1	soxCD
RS_GCF_900537075.1	soxCD
RS_GCF_900537175.1	soxCD
RS_GCF_900564145.1	soxCD
RS_GCF_900609055.1	soxCD
RS_GCF_900696085.1	others
RS_GCF_902141845.1	soxCD
RS_GCF_902459555.1	soxCD
RS_GCF_902459565.1	soxCD
RS_GCF_902459585.1	soxCD
RS_GCF_902459615.1	soxCD
RS_GCF_902459645.1	soxCD
RS_GCF_902459655.1	soxCD
RS_GCF_902459665.1	soxCD
RS_GCF_902459685.1	soxCD
RS_GCF_902459695.1	soxCD
RS_GCF_902459705.1	soxCD
RS_GCF_902459725.1	soxCD
RS_GCF_902459735.1	soxCD
RS_GCF_902459745.1	soxCD
RS_GCF_902459765.1	soxCD
RS_GCF_902459775.1	soxCD
RS_GCF_902459805.1	soxCD
RS_GCF_902502825.2	soxCD
RS_GCF_902506165.1	soxCD
RS_GCF_902506325.1	soxCD
RS_GCF_902712915.1	soxCD
RS_GCF_902729435.1	rDsr
RS_GCF_903815225.1	soxCD
RS_GCF_905397275.1	soxCD
RS_GCF_905397285.1	others
RS_GCF_905397375.1	others
RS_GCF_905397395.1	others
RS_GCF_905397435.1	soxCD
RS_GCF_914271435.1	soxCD
RS_GCF_914271485.1	others
RS_GCF_914271545.1	soxCD
